Compound,Date,Media Source,Negative,Neutral,Positive,Tweet,Tweets Ago
0.296,Tue Mar 27 17:00:00 +0000 2018,CBS,0.901,0.0,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,22
0.508,Mon Mar 26 22:14:25 +0000 2018,CBS,0.88,0.0,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",23
0.0,Mon Mar 26 20:42:48 +0000 2018,CBS,1.0,0.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",24
0.7959,Mon Mar 26 16:59:19 +0000 2018,CBS,0.786,0.0,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,25
0.807,Mon Mar 26 16:05:18 +0000 2018,CBS,0.622,0.0,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",26
0.0,Sun Mar 25 23:57:34 +0000 2018,CBS,1.0,0.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,27
0.5319,Sun Mar 25 17:15:25 +0000 2018,CBS,0.78,0.062,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,28
0.5399,Sat Mar 24 22:46:53 +0000 2018,CBS,0.801,0.0,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,29
-0.34,Sat Mar 24 22:46:43 +0000 2018,CBS,0.7,0.185,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,30
0.7003,Sat Mar 24 22:25:03 +0000 2018,CBS,0.791,0.0,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",31
0.0,Sat Mar 24 22:21:37 +0000 2018,CBS,1.0,0.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,32
0.0,Sat Mar 24 22:21:34 +0000 2018,CBS,1.0,0.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",33
0.7184,Sat Mar 24 22:21:26 +0000 2018,CBS,0.667,0.0,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",34
0.9451,Sat Mar 24 22:21:23 +0000 2018,CBS,0.58,0.0,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,35
0.0,Sat Mar 24 20:00:02 +0000 2018,CBS,1.0,0.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",36
0.6996,Fri Mar 23 22:33:52 +0000 2018,CBS,0.806,0.0,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,37
0.4939,Fri Mar 23 22:33:04 +0000 2018,CBS,0.686,0.0,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,38
0.8997,Fri Mar 23 22:32:48 +0000 2018,CBS,0.645,0.0,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",39
0.0,Thu Mar 22 22:10:29 +0000 2018,CBS,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,40
0.3818,Tue Mar 27 21:00:01 +0000 2018,CBS,0.68,0.108,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,41
0.296,Tue Mar 27 17:00:00 +0000 2018,CBS,0.901,0.0,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,42
0.508,Mon Mar 26 22:14:25 +0000 2018,CBS,0.88,0.0,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",43
0.0,Mon Mar 26 20:42:48 +0000 2018,CBS,1.0,0.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",44
0.7959,Mon Mar 26 16:59:19 +0000 2018,CBS,0.786,0.0,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,45
0.807,Mon Mar 26 16:05:18 +0000 2018,CBS,0.622,0.0,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",46
0.0,Sun Mar 25 23:57:34 +0000 2018,CBS,1.0,0.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,47
0.5319,Sun Mar 25 17:15:25 +0000 2018,CBS,0.78,0.062,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,48
0.5399,Sat Mar 24 22:46:53 +0000 2018,CBS,0.801,0.0,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,49
-0.34,Sat Mar 24 22:46:43 +0000 2018,CBS,0.7,0.185,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,50
0.7003,Sat Mar 24 22:25:03 +0000 2018,CBS,0.791,0.0,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",51
0.0,Sat Mar 24 22:21:37 +0000 2018,CBS,1.0,0.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,52
0.0,Sat Mar 24 22:21:34 +0000 2018,CBS,1.0,0.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",53
0.7184,Sat Mar 24 22:21:26 +0000 2018,CBS,0.667,0.0,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",54
0.9451,Sat Mar 24 22:21:23 +0000 2018,CBS,0.58,0.0,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,55
0.0,Sat Mar 24 20:00:02 +0000 2018,CBS,1.0,0.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",56
0.6996,Fri Mar 23 22:33:52 +0000 2018,CBS,0.806,0.0,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,57
0.4939,Fri Mar 23 22:33:04 +0000 2018,CBS,0.686,0.0,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,58
0.8997,Fri Mar 23 22:32:48 +0000 2018,CBS,0.645,0.0,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",59
0.0,Thu Mar 22 22:10:29 +0000 2018,CBS,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,60
0.3818,Tue Mar 27 21:00:01 +0000 2018,CBS,0.68,0.108,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,61
0.296,Tue Mar 27 17:00:00 +0000 2018,CBS,0.901,0.0,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,62
0.508,Mon Mar 26 22:14:25 +0000 2018,CBS,0.88,0.0,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",63
0.0,Mon Mar 26 20:42:48 +0000 2018,CBS,1.0,0.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",64
0.7959,Mon Mar 26 16:59:19 +0000 2018,CBS,0.786,0.0,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,65
0.807,Mon Mar 26 16:05:18 +0000 2018,CBS,0.622,0.0,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",66
0.0,Sun Mar 25 23:57:34 +0000 2018,CBS,1.0,0.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,67
0.5319,Sun Mar 25 17:15:25 +0000 2018,CBS,0.78,0.062,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,68
0.5399,Sat Mar 24 22:46:53 +0000 2018,CBS,0.801,0.0,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,69
-0.34,Sat Mar 24 22:46:43 +0000 2018,CBS,0.7,0.185,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,70
0.7003,Sat Mar 24 22:25:03 +0000 2018,CBS,0.791,0.0,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",71
0.0,Sat Mar 24 22:21:37 +0000 2018,CBS,1.0,0.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,72
0.0,Sat Mar 24 22:21:34 +0000 2018,CBS,1.0,0.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",73
0.7184,Sat Mar 24 22:21:26 +0000 2018,CBS,0.667,0.0,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",74
0.9451,Sat Mar 24 22:21:23 +0000 2018,CBS,0.58,0.0,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,75
0.0,Sat Mar 24 20:00:02 +0000 2018,CBS,1.0,0.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",76
0.6996,Fri Mar 23 22:33:52 +0000 2018,CBS,0.806,0.0,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,77
0.4939,Fri Mar 23 22:33:04 +0000 2018,CBS,0.686,0.0,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,78
0.8997,Fri Mar 23 22:32:48 +0000 2018,CBS,0.645,0.0,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",79
0.0,Thu Mar 22 22:10:29 +0000 2018,CBS,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,80
0.3818,Tue Mar 27 21:00:01 +0000 2018,CBS,0.68,0.108,0.212,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,81
0.296,Tue Mar 27 17:00:00 +0000 2018,CBS,0.901,0.0,0.099,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,82
0.508,Mon Mar 26 22:14:25 +0000 2018,CBS,0.88,0.0,0.12,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",83
0.0,Mon Mar 26 20:42:48 +0000 2018,CBS,1.0,0.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",84
0.7959,Mon Mar 26 16:59:19 +0000 2018,CBS,0.786,0.0,0.214,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,85
0.807,Mon Mar 26 16:05:18 +0000 2018,CBS,0.622,0.0,0.378,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",86
0.0,Sun Mar 25 23:57:34 +0000 2018,CBS,1.0,0.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,87
0.5319,Sun Mar 25 17:15:25 +0000 2018,CBS,0.78,0.062,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,88
0.5399,Sat Mar 24 22:46:53 +0000 2018,CBS,0.801,0.0,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,89
-0.34,Sat Mar 24 22:46:43 +0000 2018,CBS,0.7,0.185,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,90
0.7003,Sat Mar 24 22:25:03 +0000 2018,CBS,0.791,0.0,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",91
0.0,Sat Mar 24 22:21:37 +0000 2018,CBS,1.0,0.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,92
0.0,Sat Mar 24 22:21:34 +0000 2018,CBS,1.0,0.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",93
0.7184,Sat Mar 24 22:21:26 +0000 2018,CBS,0.667,0.0,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",94
0.9451,Sat Mar 24 22:21:23 +0000 2018,CBS,0.58,0.0,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,95
0.0,Sat Mar 24 20:00:02 +0000 2018,CBS,1.0,0.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",96
0.6996,Fri Mar 23 22:33:52 +0000 2018,CBS,0.806,0.0,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,97
0.4939,Fri Mar 23 22:33:04 +0000 2018,CBS,0.686,0.0,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,98
0.8997,Fri Mar 23 22:32:48 +0000 2018,CBS,0.645,0.0,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",99
0.0,Thu Mar 22 22:10:29 +0000 2018,CBS,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,100
0.0,Thu Mar 29 08:48:13 +0000 2018,CNN,1.0,0.0,0.0,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U",1
0.0,Thu Mar 29 08:37:38 +0000 2018,CNN,1.0,0.0,0.0,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0",2
0.0,Thu Mar 29 08:24:44 +0000 2018,CNN,1.0,0.0,0.0,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk",3
0.0,Thu Mar 29 08:14:30 +0000 2018,CNN,1.0,0.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO,4
-0.3182,Thu Mar 29 07:51:06 +0000 2018,CNN,0.892,0.108,0.0,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/lmRncp6va2,5
0.0,Thu Mar 29 07:41:04 +0000 2018,CNN,1.0,0.0,0.0,Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead https://t.co/AoxqHuBT4h,6
0.5719,Thu Mar 29 07:40:05 +0000 2018,CNN,0.709,0.0,0.291,Is art for pleasure or politics? https://t.co/Tht9kPmomp via @CNNStyle https://t.co/j216s534ZQ,7
-0.765,Thu Mar 29 07:22:05 +0000 2018,CNN,0.577,0.423,0.0,Disgraced Aussie cricketers returning home after ball tampering ban https://t.co/aCnN6T0EuB https://t.co/L29OhHuw8Y,8
-0.7845,Thu Mar 29 07:15:02 +0000 2018,CNN,0.588,0.341,0.071,Major companies are rushing to cut ties with top Australian cricket players who have been banned for cheating https://t.co/tADMGFEDRp,9
0.5267,Thu Mar 29 06:55:24 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/QUhA0Y7TPB,10
-0.5574,Thu Mar 29 06:43:06 +0000 2018,CNN,0.854,0.146,0.0,"At least 68 people have died in a blaze that engulfed a jail in the Venezuelan city of Valencia, according to the c… https://t.co/FVr5jPb0kM",11
0.2263,Thu Mar 29 06:42:21 +0000 2018,CNN,0.675,0.135,0.19,Boy in viral hug photo missing after family's car plunges off cliff https://t.co/nwFQnyi1GS,12
0.0,Thu Mar 29 06:31:05 +0000 2018,CNN,1.0,0.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/bOr0PIbBNC https://t.co/TXFETKOcG4",13
0.0,Thu Mar 29 06:24:05 +0000 2018,CNN,1.0,0.0,0.0,"Kim Jong Un and Moon Jae-in are going to meet on April 27th for the first time since 2007, the two countries announ… https://t.co/DBjzJS8ErG",14
0.5267,Thu Mar 29 06:16:59 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/hbxtGVh4cr,15
-0.5267,Thu Mar 29 06:10:06 +0000 2018,CNN,0.707,0.212,0.082,"Trump's three-front legal war turns on sex, money and Russia | Analysis by @StCollinson https://t.co/WQOP3ShEXE https://t.co/jpwG3XLWym",16
0.0,Thu Mar 29 06:07:33 +0000 2018,CNN,1.0,0.0,0.0,RT @cnni: Historic meeting of North and South Korean leaders set for April 27th https://t.co/MCWvkJbFcp,17
0.0,Thu Mar 29 06:01:02 +0000 2018,CNN,1.0,0.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/zXJxncqU4g",18
0.0,Thu Mar 29 05:50:05 +0000 2018,CNN,1.0,0.0,0.0,"Nearly six years after being shot in the face and neck by the Taliban for advocating for the rights of girls, 20-ye… https://t.co/KczXJChwpU",19
-0.5106,Thu Mar 29 05:46:06 +0000 2018,CNN,0.829,0.171,0.0,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/7Nvy0XQNON",20
0.0,Thu Mar 29 08:48:13 +0000 2018,CNN,1.0,0.0,0.0,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U",21
0.0,Thu Mar 29 08:37:38 +0000 2018,CNN,1.0,0.0,0.0,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0",22
0.0,Thu Mar 29 08:24:44 +0000 2018,CNN,1.0,0.0,0.0,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk",23
0.0,Thu Mar 29 08:14:30 +0000 2018,CNN,1.0,0.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/i2Xjjj1QmY https://t.co/z00NIFgHiO,24
-0.3182,Thu Mar 29 07:51:06 +0000 2018,CNN,0.892,0.108,0.0,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/lmRncp6va2,25
0.0,Thu Mar 29 07:41:04 +0000 2018,CNN,1.0,0.0,0.0,Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead https://t.co/AoxqHuBT4h,26
0.5719,Thu Mar 29 07:40:05 +0000 2018,CNN,0.709,0.0,0.291,Is art for pleasure or politics? https://t.co/Tht9kPmomp via @CNNStyle https://t.co/j216s534ZQ,27
-0.765,Thu Mar 29 07:22:05 +0000 2018,CNN,0.577,0.423,0.0,Disgraced Aussie cricketers returning home after ball tampering ban https://t.co/aCnN6T0EuB https://t.co/L29OhHuw8Y,28
-0.7845,Thu Mar 29 07:15:02 +0000 2018,CNN,0.588,0.341,0.071,Major companies are rushing to cut ties with top Australian cricket players who have been banned for cheating https://t.co/tADMGFEDRp,29
0.5267,Thu Mar 29 06:55:24 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/QUhA0Y7TPB,30
-0.5574,Thu Mar 29 06:43:06 +0000 2018,CNN,0.854,0.146,0.0,"At least 68 people have died in a blaze that engulfed a jail in the Venezuelan city of Valencia, according to the c… https://t.co/FVr5jPb0kM",31
0.2263,Thu Mar 29 06:42:21 +0000 2018,CNN,0.675,0.135,0.19,Boy in viral hug photo missing after family's car plunges off cliff https://t.co/nwFQnyi1GS,32
0.0,Thu Mar 29 06:31:05 +0000 2018,CNN,1.0,0.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/bOr0PIbBNC https://t.co/TXFETKOcG4",33
0.0,Thu Mar 29 06:24:05 +0000 2018,CNN,1.0,0.0,0.0,"Kim Jong Un and Moon Jae-in are going to meet on April 27th for the first time since 2007, the two countries announ… https://t.co/DBjzJS8ErG",34
0.5267,Thu Mar 29 06:16:59 +0000 2018,CNN,0.455,0.182,0.364,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/KaRc60GdZu https://t.co/hbxtGVh4cr,35
-0.5267,Thu Mar 29 06:10:06 +0000 2018,CNN,0.707,0.212,0.082,"Trump's three-front legal war turns on sex, money and Russia | Analysis by @StCollinson https://t.co/WQOP3ShEXE https://t.co/jpwG3XLWym",36
0.0,Thu Mar 29 06:07:33 +0000 2018,CNN,1.0,0.0,0.0,RT @cnni: Historic meeting of North and South Korean leaders set for April 27th https://t.co/MCWvkJbFcp,37
0.0,Thu Mar 29 06:01:02 +0000 2018,CNN,1.0,0.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/zXJxncqU4g",38
0.0,Thu Mar 29 05:50:05 +0000 2018,CNN,1.0,0.0,0.0,"Nearly six years after being shot in the face and neck by the Taliban for advocating for the rights of girls, 20-ye… https://t.co/KczXJChwpU",39
-0.5106,Thu Mar 29 05:46:06 +0000 2018,CNN,0.829,0.171,0.0,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/7Nvy0XQNON",40
0.0,Thu Mar 29 08:48:13 +0000 2018,CNN,1.0,0.0,0.0,"Ireland, which has some of the strictest abortion laws in the developed world, will vote on whether abortion should… https://t.co/JXJ3vTlW2U",41
0.0,Thu Mar 29 08:37:38 +0000 2018,CNN,1.0,0.0,0.0,"A lanyard around her neck held an ID card from the International Organization for Migration.

""I am a refugee from… https://t.co/dNY589EbX0",42
0.0,Thu Mar 29 08:24:44 +0000 2018,CNN,1.0,0.0,0.0,"The far right's ""noxious populism"" has seeped into the highest halls of power in Germany | @CNNOpinion https://t.co/w6OYMyIAsk",43
