Compound,Date,Media Source,Negative,Neutral,Positive,Tweet,Tweets Ago
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,78
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,79
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,80
0.6486,Thu Mar 29 01:21:51 +0000 2018,FOX,0.706,0.063,0.231,RT @ShowtimeApollo: This week’s talent will have you texting and calling your friends. Don’t miss an all-new episode of #ShowtimeApollo TOM…,81
0.0,Thu Mar 29 00:02:00 +0000 2018,FOX,1.0,0.0,0.0,The 👏 girls 👏 are 👏 back 👏 — TONIGHT at 9/8c. #STAR https://t.co/ACg5bpWS9W,82
0.0,Wed Mar 28 23:45:34 +0000 2018,FOX,1.0,0.0,0.0,"RT @TwitterTV: Talk @EmpireFOX before the episode airs.

Watch the #EmpirePreShow right here. 👇

https://t.co/zb97km0uiT",83
0.0,Wed Mar 28 23:45:09 +0000 2018,FOX,1.0,0.0,0.0,RT @LAtoVegasFOX: ...And you can take that to Church. #LAtoVegas https://t.co/4BmOGPzIIi,84
0.0,Wed Mar 28 23:17:14 +0000 2018,FOX,1.0,0.0,0.0,RT @MasterChefJrFOX: Is your family a foodie family? Show us how you and your kids cook in the kitchen by using the hashtag #MCJatHome and…,85
0.2103,Wed Mar 28 20:32:00 +0000 2018,FOX,0.599,0.173,0.228,An embarrassing school dance with #TheMick? HECK YES. #BTS https://t.co/gGk2BVlxyP https://t.co/WuaxEIOtw0,86
0.0,Wed Mar 28 18:25:40 +0000 2018,FOX,1.0,0.0,0.0,RT @ShowtimeApollo: Can Robert Lamberti live up to George Michael’s legacy? Watch #ShowtimeApollo this Thursday on @FOXTV! https://t.co/7HW…,87
0.6696,Wed Mar 28 18:25:30 +0000 2018,FOX,0.791,0.0,0.209,"RT @LoveConnection: Love is in bloom this spring! 💕🌹 @Andy returns to host #LoveConnection, premiering May 29. https://t.co/7VsGi7oDDW",88
0.0,Wed Mar 28 18:25:22 +0000 2018,FOX,1.0,0.0,0.0,RT @DANCEonFOX: Surround yourself with people who will lift you higher! 👯 #WednesdayWisdom #SYTYCD https://t.co/ZF35GhBGI3,89
0.0,Wed Mar 28 16:04:00 +0000 2018,FOX,1.0,0.0,0.0,"Bring your sunnies, 'cause it's gonna get shady tonight. 😎 #Empire is back at 8/7c! https://t.co/hzIWmHvPIl",90
0.4843,Wed Mar 28 13:09:00 +0000 2018,FOX,0.726,0.0,0.274,Don't miss out on a party of biblical proportions. Stream #LAtoVegas now: https://t.co/nfqVfhytVZ https://t.co/BqbGNkXZFE,91
0.0,Wed Mar 28 00:00:01 +0000 2018,FOX,1.0,0.0,0.0,When you start a new diet. #Gotham https://t.co/NSqyaStoqc,92
0.0,Tue Mar 27 22:06:00 +0000 2018,FOX,1.0,0.0,0.0,Ask and you shall receive. #TheMick is all-new tonight at 9:30/8:30c. https://t.co/mtnW4eMrVd,93
0.0,Tue Mar 27 16:05:00 +0000 2018,FOX,1.0,0.0,0.0,THE queen is back TOMORROW at 8/7c. 🍪 #Empire https://t.co/Ozt5Q8vq9E,94
0.0772,Tue Mar 27 14:30:46 +0000 2018,FOX,0.909,0.0,0.091,We know you want to hang with the 😈. Watch #Lucifer here: https://t.co/h5bo0Rssi1 https://t.co/ATzlGP0wH2,95
0.3252,Mon Mar 26 23:07:00 +0000 2018,FOX,0.75,0.0,0.25,You're not gonna regret watching #Brooklyn99: https://t.co/8TLAOpmS6S https://t.co/0f6a4lTkd9,96
0.5423,Mon Mar 26 20:00:03 +0000 2018,FOX,0.769,0.0,0.231,"It's Bob's Barber now. Dad jokes aside, this episode of #BobsBurgers is shear comedy gold. ✂️… https://t.co/AHVVO96D4q",97
0.0,Mon Mar 26 16:15:00 +0000 2018,FOX,1.0,0.0,0.0,When there's a new episode of #FamilyGuy to watch. https://t.co/sNcLVmWGqd https://t.co/YVXj73DzB3,98
0.3182,Mon Mar 26 13:30:00 +0000 2018,FOX,0.635,0.0,0.365,Live your truth. #LastManOnEarth https://t.co/eyDZUvSrQm,99
0.0,Sun Mar 25 21:00:00 +0000 2018,FOX,1.0,0.0,0.0,When #TheSimpsons is on. 👀 See ya tonight at 8/7c. https://t.co/VPxSLTozxl,100
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",1
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",2
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",3
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,4
-0.5423,Thu Mar 29 07:47:05 +0000 2018,The New York Times,0.829,0.171,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,5
-0.6369,Thu Mar 29 07:32:06 +0000 2018,The New York Times,0.792,0.208,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",6
0.0,Thu Mar 29 07:26:50 +0000 2018,The New York Times,1.0,0.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,7
0.3612,Thu Mar 29 07:17:07 +0000 2018,The New York Times,0.646,0.138,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",8
0.6808,Thu Mar 29 07:08:18 +0000 2018,The New York Times,0.556,0.0,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,9
-0.6619,Thu Mar 29 07:02:05 +0000 2018,The New York Times,0.531,0.318,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",10
0.6249,Thu Mar 29 06:31:05 +0000 2018,The New York Times,0.83,0.0,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,11
0.0,Thu Mar 29 05:59:27 +0000 2018,The New York Times,1.0,0.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",12
0.2023,Thu Mar 29 05:41:06 +0000 2018,The New York Times,0.917,0.0,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",13
0.4404,Thu Mar 29 05:21:04 +0000 2018,The New York Times,0.756,0.0,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",14
0.0,Thu Mar 29 05:02:02 +0000 2018,The New York Times,1.0,0.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,15
-0.7778,Thu Mar 29 04:41:06 +0000 2018,The New York Times,0.533,0.393,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,16
0.0,Thu Mar 29 04:21:04 +0000 2018,The New York Times,1.0,0.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",17
0.0,Thu Mar 29 04:08:47 +0000 2018,The New York Times,1.0,0.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",18
0.7783,Thu Mar 29 04:02:02 +0000 2018,The New York Times,0.672,0.0,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,19
0.2263,Thu Mar 29 03:54:55 +0000 2018,The New York Times,0.395,0.249,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",20
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",21
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",22
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",23
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,24
-0.5423,Thu Mar 29 07:47:05 +0000 2018,The New York Times,0.829,0.171,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,25
-0.6369,Thu Mar 29 07:32:06 +0000 2018,The New York Times,0.792,0.208,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",26
0.0,Thu Mar 29 07:26:50 +0000 2018,The New York Times,1.0,0.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,27
0.3612,Thu Mar 29 07:17:07 +0000 2018,The New York Times,0.646,0.138,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",28
0.6808,Thu Mar 29 07:08:18 +0000 2018,The New York Times,0.556,0.0,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,29
-0.6619,Thu Mar 29 07:02:05 +0000 2018,The New York Times,0.531,0.318,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",30
0.6249,Thu Mar 29 06:31:05 +0000 2018,The New York Times,0.83,0.0,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,31
0.0,Thu Mar 29 05:59:27 +0000 2018,The New York Times,1.0,0.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",32
0.2023,Thu Mar 29 05:41:06 +0000 2018,The New York Times,0.917,0.0,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",33
0.4404,Thu Mar 29 05:21:04 +0000 2018,The New York Times,0.756,0.0,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",34
0.0,Thu Mar 29 05:02:02 +0000 2018,The New York Times,1.0,0.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,35
-0.7778,Thu Mar 29 04:41:06 +0000 2018,The New York Times,0.533,0.393,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,36
0.0,Thu Mar 29 04:21:04 +0000 2018,The New York Times,1.0,0.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",37
0.0,Thu Mar 29 04:08:47 +0000 2018,The New York Times,1.0,0.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",38
0.7783,Thu Mar 29 04:02:02 +0000 2018,The New York Times,0.672,0.0,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,39
0.2263,Thu Mar 29 03:54:55 +0000 2018,The New York Times,0.395,0.249,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",40
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",41
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",42
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",43
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,44
-0.5423,Thu Mar 29 07:47:05 +0000 2018,The New York Times,0.829,0.171,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,45
-0.6369,Thu Mar 29 07:32:06 +0000 2018,The New York Times,0.792,0.208,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",46
0.0,Thu Mar 29 07:26:50 +0000 2018,The New York Times,1.0,0.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,47
0.3612,Thu Mar 29 07:17:07 +0000 2018,The New York Times,0.646,0.138,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",48
0.6808,Thu Mar 29 07:08:18 +0000 2018,The New York Times,0.556,0.0,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,49
-0.6619,Thu Mar 29 07:02:05 +0000 2018,The New York Times,0.531,0.318,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",50
0.6249,Thu Mar 29 06:31:05 +0000 2018,The New York Times,0.83,0.0,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,51
0.0,Thu Mar 29 05:59:27 +0000 2018,The New York Times,1.0,0.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",52
0.2023,Thu Mar 29 05:41:06 +0000 2018,The New York Times,0.917,0.0,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",53
0.4404,Thu Mar 29 05:21:04 +0000 2018,The New York Times,0.756,0.0,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",54
0.0,Thu Mar 29 05:02:02 +0000 2018,The New York Times,1.0,0.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,55
-0.7778,Thu Mar 29 04:41:06 +0000 2018,The New York Times,0.533,0.393,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,56
0.0,Thu Mar 29 04:21:04 +0000 2018,The New York Times,1.0,0.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",57
0.0,Thu Mar 29 04:08:47 +0000 2018,The New York Times,1.0,0.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",58
0.7783,Thu Mar 29 04:02:02 +0000 2018,The New York Times,0.672,0.0,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,59
0.2263,Thu Mar 29 03:54:55 +0000 2018,The New York Times,0.395,0.249,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",60
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",61
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",62
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",63
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,64
-0.5423,Thu Mar 29 07:47:05 +0000 2018,The New York Times,0.829,0.171,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,65
-0.6369,Thu Mar 29 07:32:06 +0000 2018,The New York Times,0.792,0.208,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",66
0.0,Thu Mar 29 07:26:50 +0000 2018,The New York Times,1.0,0.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,67
0.3612,Thu Mar 29 07:17:07 +0000 2018,The New York Times,0.646,0.138,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",68
0.6808,Thu Mar 29 07:08:18 +0000 2018,The New York Times,0.556,0.0,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,69
-0.6619,Thu Mar 29 07:02:05 +0000 2018,The New York Times,0.531,0.318,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",70
0.6249,Thu Mar 29 06:31:05 +0000 2018,The New York Times,0.83,0.0,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,71
0.0,Thu Mar 29 05:59:27 +0000 2018,The New York Times,1.0,0.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",72
0.2023,Thu Mar 29 05:41:06 +0000 2018,The New York Times,0.917,0.0,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",73
0.4404,Thu Mar 29 05:21:04 +0000 2018,The New York Times,0.756,0.0,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",74
0.0,Thu Mar 29 05:02:02 +0000 2018,The New York Times,1.0,0.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,75
-0.7778,Thu Mar 29 04:41:06 +0000 2018,The New York Times,0.533,0.393,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,76
0.0,Thu Mar 29 04:21:04 +0000 2018,The New York Times,1.0,0.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",77
0.0,Thu Mar 29 04:08:47 +0000 2018,The New York Times,1.0,0.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",78
0.7783,Thu Mar 29 04:02:02 +0000 2018,The New York Times,0.672,0.0,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,79
0.2263,Thu Mar 29 03:54:55 +0000 2018,The New York Times,0.395,0.249,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",80
-0.6908,Thu Mar 29 08:45:03 +0000 2018,The New York Times,0.729,0.271,0.0,"An emergency medical worker who was exposed to the nerve agent became ill after going to Sergei Skripal's house, su… https://t.co/CFibQllrCU",81
0.0,Thu Mar 29 08:30:08 +0000 2018,The New York Times,1.0,0.0,0.0,"Malala Yousafzai, the Pakistani activist for girls’ education, returned to Pakistan in her first visit since an att… https://t.co/LlfYLCzQ58",82
0.6908,Thu Mar 29 08:14:03 +0000 2018,The New York Times,0.737,0.0,0.263,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/qKALIjEMpJ",83
-0.296,Thu Mar 29 08:02:06 +0000 2018,The New York Times,0.845,0.155,0.0,All the major firings and resignations in the Trump administration — so far https://t.co/WKFrMOOi2e,84
-0.5423,Thu Mar 29 07:47:05 +0000 2018,The New York Times,0.829,0.171,0.0,A Nazi-era law makes it a crime for German doctors to publicly advertise that they perform abortions. One gynecolog… https://t.co/hMpDzvBXg6,85
-0.6369,Thu Mar 29 07:32:06 +0000 2018,The New York Times,0.792,0.208,0.0,"The traditional Cambodian hatred of the ethnic Vietnamese is ""almost pathological."" As a result, the ethnic Vietnam… https://t.co/YnvHmoSf88",86
0.0,Thu Mar 29 07:26:50 +0000 2018,The New York Times,1.0,0.0,0.0,North and South Korea Set a Date for Summit Meeting at Border https://t.co/OzOT8xXWRt,87
0.3612,Thu Mar 29 07:17:07 +0000 2018,The New York Times,0.646,0.138,0.215,"RT @nytimesworld: “She survived the Holocaust last century, I think she had a happy life, and yet she was killed at home in 2018, frail, an…",88
0.6808,Thu Mar 29 07:08:18 +0000 2018,The New York Times,0.556,0.0,0.444,5 Cheap(ish) Things to Help You Become a Better Baker https://t.co/3DEGbcF9IT,89
-0.6619,Thu Mar 29 07:02:05 +0000 2018,The New York Times,0.531,0.318,0.151,"A waiter was fired for being combative, aggressive and something of a bully. His defense? He’s not rude. He’s Frenc… https://t.co/HcN22Hi1zA",90
0.6249,Thu Mar 29 06:31:05 +0000 2018,The New York Times,0.83,0.0,0.17,RT @nytimesworld: Which makes sense? a) Pirate ships in a landlocked country; b) a 47-foot-high statue of Alexander the Great; c) a house d…,91
0.0,Thu Mar 29 05:59:27 +0000 2018,The New York Times,1.0,0.0,0.0,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/E0yEBAuT7n",92
0.2023,Thu Mar 29 05:41:06 +0000 2018,The New York Times,0.917,0.0,0.083,"RT @NYTmag: Floating villages spread across the surface of the Mekong River’s waterways, playing host to ethnic Vietnamese whose status in…",93
0.4404,Thu Mar 29 05:21:04 +0000 2018,The New York Times,0.756,0.0,0.244,"These arctic foxes turned ""blue."" It was a good thing. https://t.co/PA6vz2GcCr",94
0.0,Thu Mar 29 05:02:02 +0000 2018,The New York Times,1.0,0.0,0.0,2 Texas oil companies joined forces in the biggest deal yet in the Southwestern oil patch https://t.co/iLzaXURm1T,95
-0.7778,Thu Mar 29 04:41:06 +0000 2018,The New York Times,0.533,0.393,0.074,RT @EricSchmittNYT: American drone strike in Libya kills top Qaeda recruiter and official warns of more attacks  https://t.co/nrGvlVj6l2,96
0.0,Thu Mar 29 04:21:04 +0000 2018,The New York Times,1.0,0.0,0.0,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/m9H7reZA3R",97
0.0,Thu Mar 29 04:08:47 +0000 2018,The New York Times,1.0,0.0,0.0,"Anbang Was Seized by China. Now, It Has a Deal for You. https://t.co/3ZEHUjWgat",98
0.7783,Thu Mar 29 04:02:02 +0000 2018,The New York Times,0.672,0.0,0.328,RT @maggieNYT: Trump called a supporter with a large megaphone - @therealroseanne - to thank her and congratulate her after the Roseanne re…,99
0.2263,Thu Mar 29 03:54:55 +0000 2018,The New York Times,0.395,0.249,0.356,"Mireille Knoll, Murdered Holocaust Survivor, Is Honored in Paris https://t.co/CK02eLDlje",100
